"No.","Time","Source","Source Port","Destination","Destination Port","Protocol","Length","Next Sequence Number","This is an ACK to the segment in frame","Bytes in flight","Info"
"391","94.340512921","192.168.56.102","36756","192.168.56.101","29030","TCP","74","1","","","36756  >  29030 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622736272 TSecr=0 WS=128"
"392","94.340738578","192.168.56.101","29030","192.168.56.102","36756","TCP","74","1","391","","29030  >  36756 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294965480 TSecr=2622736272 WS=64"
"393","94.340752108","192.168.56.102","36756","192.168.56.101","29030","TCP","66","1","392","","36756  >  29030 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622736272 TSecr=4294965480"
"394","94.341025831","192.168.56.102","41188","192.168.56.101","21","FTP","130","1026","390","64","Request: CWD /../../../../../../../../../../../../../../../../../../../"
"395","94.341273321","192.168.56.101","21","192.168.56.102","41188","FTP","103","3234","394","37","Response: 250 Directory successfully changed."
"396","94.341390934","192.168.56.102","41188","192.168.56.101","21","FTP","72","1032","395","6","Request: LIST"
"397","94.341648107","192.168.56.101","21","192.168.56.102","41188","FTP","105","3273","396","39","Response: 150 Here comes the directory listing."
"398","94.341648166","192.168.56.101","21","192.168.56.102","41188","FTP","90","3297","","63","Response: 226 Directory send OK."
"399","94.341648194","192.168.56.101","29030","192.168.56.102","36756","TCP","66","2","","","29030  >  36756 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294965481 TSecr=2622736272"
"400","94.341683591","192.168.56.102","41188","192.168.56.101","21","TCP","66","1032","398","","41188  >  21 [ACK] Seq=1032 Ack=3297 Win=64256 Len=0 TSval=2622736273 TSecr=4294965481"
"401","94.341713653","192.168.56.102","36756","192.168.56.101","29030","TCP","66","2","399","","36756  >  29030 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622736273 TSecr=4294965481"
"402","94.341872304","192.168.56.101","29030","192.168.56.102","36756","TCP","66","2","401","","29030  >  36756 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294965481 TSecr=2622736273"
"403","94.872051692","192.168.56.102","41188","192.168.56.101","21","FTP","72","1038","","6","Request: PASV"
"404","94.872409412","192.168.56.101","21","192.168.56.102","41188","FTP","118","3349","403","52","Response: 227 Entering Passive Mode (192,168,56,101,188,46)."
"405","94.881788840","192.168.56.102","36324","192.168.56.101","48174","TCP","74","1","","","36324  >  48174 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622736813 TSecr=0 WS=128"
"406","94.881867477","192.168.56.102","41188","192.168.56.101","21","FTP","133","1105","404","67","Request: CWD /../../../../../../../../../../../../../../../../../../../../"
"407","94.882214126","192.168.56.101","48174","192.168.56.102","36324","TCP","74","1","405","","48174  >  36324 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=4294965535 TSecr=2622736813 WS=64"
"408","94.882214179","192.168.56.101","21","192.168.56.102","41188","FTP","103","3386","406","37","Response: 250 Directory successfully changed."
"409","94.882235185","192.168.56.102","36324","192.168.56.101","48174","TCP","66","1","407","","36324  >  48174 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622736814 TSecr=4294965535"
"410","94.883056560","192.168.56.102","41188","192.168.56.101","21","FTP","72","1111","408","6","Request: LIST"
"411","94.883490319","192.168.56.101","21","192.168.56.102","41188","FTP","105","3425","410","39","Response: 150 Here comes the directory listing."
"412","94.883490360","192.168.56.101","21","192.168.56.102","41188","FTP","90","3449","","63","Response: 226 Directory send OK."
"413","94.883490388","192.168.56.101","48174","192.168.56.102","36324","TCP","66","2","","","48174  >  36324 [FIN, ACK] Seq=1 Ack=1 Win=5824 Len=0 TSval=4294965535 TSecr=2622736814"
"414","94.883530099","192.168.56.102","41188","192.168.56.101","21","TCP","66","1111","412","","41188  >  21 [ACK] Seq=1111 Ack=3449 Win=64256 Len=0 TSval=2622736815 TSecr=4294965535"
"415","94.883564449","192.168.56.102","36324","192.168.56.101","48174","TCP","66","2","413","","36324  >  48174 [FIN, ACK] Seq=1 Ack=2 Win=64256 Len=0 TSval=2622736815 TSecr=4294965535"
"416","94.883751002","192.168.56.101","48174","192.168.56.102","36324","TCP","66","2","415","","48174  >  36324 [ACK] Seq=2 Ack=2 Win=5824 Len=0 TSval=4294965535 TSecr=2622736815"
"417","100.311742357","192.168.56.1","5353","224.0.0.251","5353","MDNS","153","","","","Standard query 0x0000 PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _rfb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question PTR Chrisâ\200\231s MacBook Pro._smb._tcp.local"
"418","105.528888391","PCSSystemtec_e4:9f:6b","","Broadcast","","ARP","60","","","","Who has 192.168.56.100? Tell 192.168.56.101"
"419","105.528888455","PCSSystemtec_e4:9f:6b","","Broadcast","","ARP","60","","","","Who has 192.168.56.100? Tell 192.168.56.101"
"420","117.459806918","192.168.56.102","47226","192.168.56.101","23","TCP","74","1","","","47226  >  23 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2622759391 TSecr=0 WS=128"
"421","117.460133557","192.168.56.101","23","192.168.56.102","47226","TCP","74","1","420","","23  >  47226 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=497 TSecr=2622759391 WS=64"
"422","117.460153394","192.168.56.102","47226","192.168.56.101","23","TCP","66","1","421","","47226  >  23 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2622759392 TSecr=497"
"423","117.460385305","192.168.56.102","47226","192.168.56.101","23","TELNET","93","28","","27","Telnet Data ..."
"424","117.460601934","192.168.56.101","23","192.168.56.102","47226","TCP","66","1","423","","23  >  47226 [ACK] Seq=1 Ack=28 Win=5824 Len=0 TSval=497 TSecr=2622759392"
"425","117.463317116","192.168.56.101","23","192.168.56.102","47226","TELNET","78","13","","12","Telnet Data ..."
"426","117.463329058","192.168.56.102","47226","192.168.56.101","23","TCP","66","28","425","","47226  >  23 [ACK] Seq=28 Ack=13 Win=64256 Len=0 TSval=2622759395 TSecr=497"
"427","117.463584048","192.168.56.101","23","192.168.56.102","47226","TELNET","105","52","","39","Telnet Data ..."
"428","117.463592147","192.168.56.102","47226","192.168.56.101","23","TCP","66","28","427","","47226  >  23 [ACK] Seq=28 Ack=52 Win=64256 Len=0 TSval=2622759395 TSecr=497"
"429","117.463704784","192.168.56.102","47226","192.168.56.101","23","TELNET","169","131","","103","Telnet Data ..."
"430","117.464103221","192.168.56.101","23","192.168.56.102","47226","TELNET","69","55","429","3","Telnet Data ..."
"431","117.464113124","192.168.56.102","47226","192.168.56.101","23","TCP","66","131","430","","47226  >  23 [ACK] Seq=131 Ack=55 Win=64256 Len=0 TSval=2622759395 TSecr=497"
"432","117.464149939","192.168.56.102","47226","192.168.56.101","23","TELNET","69","134","","3","Telnet Data ..."
"433","117.466368277","192.168.56.101","23","192.168.56.102","47226","TELNET","69","58","432","3","Telnet Data ..."
"434","117.466378419","192.168.56.102","47226","192.168.56.101","23","TCP","66","134","433","","47226  >  23 [ACK] Seq=134 Ack=58 Win=64256 Len=0 TSval=2622759398 TSecr=498"
"435","117.466562652","192.168.56.102","47226","192.168.56.101","23","TELNET","69","137","","3","Telnet Data ..."
"436","117.466593395","192.168.56.101","23","192.168.56.102","47226","TELNET","686","678","","620","Telnet Data ..."
"437","117.466605406","192.168.56.102","47226","192.168.56.101","23","TCP","66","137","436","","47226  >  23 [ACK] Seq=137 Ack=678 Win=63744 Len=0 TSval=2622759398 TSecr=498"
"438","117.505346487","192.168.56.101","23","192.168.56.102","47226","TCP","66","678","435","","23  >  47226 [ACK] Seq=678 Ack=137 Win=5824 Len=0 TSval=502 TSecr=2622759398"
"439","118.617528715","192.168.56.1","57621","192.168.56.255","57621","UDP","86","","","","57621  >  57621 Len=44"
"440","121.887114074","192.168.56.102","47226","192.168.56.101","23","TELNET","67","138","","1","Telnet Data ..."
"441","121.887555769","192.168.56.101","23","192.168.56.102","47226","TCP","66","678","440","","23  >  47226 [ACK] Seq=678 Ack=138 Win=5824 Len=0 TSval=940 TSecr=2622763818"
"442","121.887555812","192.168.56.101","23","192.168.56.102","47226","TELNET","67","679","","1","Telnet Data ..."
"443","121.887584933","192.168.56.102","47226","192.168.56.101","23","TCP","66","138","442","","47226  >  23 [ACK] Seq=138 Ack=679 Win=64128 Len=0 TSval=2622763819 TSecr=940"
"444","122.067355492","192.168.56.102","47226","192.168.56.101","23","TELNET","67","139","","1","Telnet Data ..."
"445","122.067817357","192.168.56.101","23","192.168.56.102","47226","TELNET","67","680","444","1","Telnet Data ..."
"446","122.067829984","192.168.56.102","47226","192.168.56.101","23","TCP","66","139","445","","47226  >  23 [ACK] Seq=139 Ack=680 Win=64128 Len=0 TSval=2622763999 TSecr=958"
"447","122.296776574","192.168.56.102","47226","192.168.56.101","23","TELNET","67","140","","1","Telnet Data ..."
"448","122.297104750","192.168.56.101","23","192.168.56.102","47226","TELNET","67","681","447","1","Telnet Data ..."
"449","122.297115342","192.168.56.102","47226","192.168.56.101","23","TCP","66","140","448","","47226  >  23 [ACK] Seq=140 Ack=681 Win=64128 Len=0 TSval=2622764228 TSecr=981"
"450","122.533586715","192.168.56.102","47226","192.168.56.101","23","TELNET","67","141","","1","Telnet Data ..."
"451","122.534174116","192.168.56.101","23","192.168.56.102","47226","TELNET","67","682","450","1","Telnet Data ..."
"452","122.534187415","192.168.56.102","47226","192.168.56.101","23","TCP","66","141","451","","47226  >  23 [ACK] Seq=141 Ack=682 Win=64128 Len=0 TSval=2622764466 TSecr=1005"
"453","122.721686373","192.168.56.102","47226","192.168.56.101","23","TELNET","67","142","","1","Telnet Data ..."
"454","122.722174456","192.168.56.101","23","192.168.56.102","47226","TELNET","67","683","453","1","Telnet Data ..."
"455","122.722188871","192.168.56.102","47226","192.168.56.101","23","TCP","66","142","454","","47226  >  23 [ACK] Seq=142 Ack=683 Win=64128 Len=0 TSval=2622764654 TSecr=1023"
"456","122.866860386","192.168.56.102","47226","192.168.56.101","23","TELNET","67","143","","1","Telnet Data ..."
"457","122.867409890","192.168.56.101","23","192.168.56.102","47226","TELNET","67","684","456","1","Telnet Data ..."
"458","122.867423344","192.168.56.102","47226","192.168.56.101","23","TCP","66","143","457","","47226  >  23 [ACK] Seq=143 Ack=684 Win=64128 Len=0 TSval=2622764799 TSecr=1038"
"459","122.978815071","192.168.56.102","47226","192.168.56.101","23","TELNET","67","144","","1","Telnet Data ..."
"460","122.979199257","192.168.56.101","23","192.168.56.102","47226","TELNET","67","685","459","1","Telnet Data ..."
"461","122.979211815","192.168.56.102","47226","192.168.56.101","23","TCP","66","144","460","","47226  >  23 [ACK] Seq=144 Ack=685 Win=64128 Len=0 TSval=2622764911 TSecr=1049"
"462","123.079178816","192.168.56.102","47226","192.168.56.101","23","TELNET","67","145","","1","Telnet Data ..."
"463","123.079517659","192.168.56.101","23","192.168.56.102","47226","TELNET","67","686","462","1","Telnet Data ..."
"464","123.079531613","192.168.56.102","47226","192.168.56.101","23","TCP","66","145","463","","47226  >  23 [ACK] Seq=145 Ack=686 Win=64128 Len=0 TSval=2622765011 TSecr=1059"
"465","123.642424067","192.168.56.102","47226","192.168.56.101","23","TELNET","68","147","","2","Telnet Data ..."
"466","123.643135999","192.168.56.101","23","192.168.56.102","47226","TELNET","68","688","465","2","Telnet Data ..."
"467","123.643150501","192.168.56.102","47226","192.168.56.101","23","TCP","66","147","466","","47226  >  23 [ACK] Seq=147 Ack=688 Win=64128 Len=0 TSval=2622765575 TSecr=1115"
"468","123.643323124","192.168.56.101","23","192.168.56.102","47226","TELNET","76","698","","10","Telnet Data ..."
"469","123.643328095","192.168.56.102","47226","192.168.56.101","23","TCP","66","147","468","","47226  >  23 [ACK] Seq=147 Ack=698 Win=64128 Len=0 TSval=2622765575 TSecr=1115"
"470","125.748807586","192.168.56.102","47226","192.168.56.101","23","TELNET","67","148","","1","Telnet Data ..."
"471","125.783156885","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","470","","23  >  47226 [ACK] Seq=698 Ack=148 Win=5824 Len=0 TSval=1330 TSecr=2622767680"
"472","125.964064189","192.168.56.102","47226","192.168.56.101","23","TELNET","67","149","","1","Telnet Data ..."
"473","125.964499348","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","472","","23  >  47226 [ACK] Seq=698 Ack=149 Win=5824 Len=0 TSval=1348 TSecr=2622767895"
"474","126.191568875","192.168.56.102","47226","192.168.56.101","23","TELNET","67","150","","1","Telnet Data ..."
"475","126.191954865","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","474","","23  >  47226 [ACK] Seq=698 Ack=150 Win=5824 Len=0 TSval=1370 TSecr=2622768123"
"476","126.444118482","192.168.56.102","47226","192.168.56.101","23","TELNET","67","151","","1","Telnet Data ..."
"477","126.444603588","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","476","","23  >  47226 [ACK] Seq=698 Ack=151 Win=5824 Len=0 TSval=1396 TSecr=2622768375"
"478","126.631579343","192.168.56.102","47226","192.168.56.101","23","TELNET","67","152","","1","Telnet Data ..."
"479","126.631988752","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","478","","23  >  47226 [ACK] Seq=698 Ack=152 Win=5824 Len=0 TSval=1414 TSecr=2622768563"
"480","126.763511365","192.168.56.102","47226","192.168.56.101","23","TELNET","67","153","","1","Telnet Data ..."
"481","126.763862745","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","480","","23  >  47226 [ACK] Seq=698 Ack=153 Win=5824 Len=0 TSval=1428 TSecr=2622768695"
"482","126.926047819","192.168.56.102","47226","192.168.56.101","23","TELNET","67","154","","1","Telnet Data ..."
"483","126.926762754","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","482","","23  >  47226 [ACK] Seq=698 Ack=154 Win=5824 Len=0 TSval=1444 TSecr=2622768857"
"484","127.006551218","192.168.56.102","47226","192.168.56.101","23","TELNET","67","155","","1","Telnet Data ..."
"485","127.007008677","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","484","","23  >  47226 [ACK] Seq=698 Ack=155 Win=5824 Len=0 TSval=1452 TSecr=2622768938"
"486","127.320850727","192.168.56.102","47226","192.168.56.101","23","TELNET","68","157","","2","Telnet Data ..."
"487","127.321283296","192.168.56.101","23","192.168.56.102","47226","TCP","66","698","486","","23  >  47226 [ACK] Seq=698 Ack=157 Win=5824 Len=0 TSval=1483 TSecr=2622769252"
"488","127.321283356","192.168.56.101","23","192.168.56.102","47226","TELNET","68","700","","2","Telnet Data ..."
"489","127.321299742","192.168.56.102","47226","192.168.56.101","23","TCP","66","157","488","","47226  >  23 [ACK] Seq=157 Ack=700 Win=64128 Len=0 TSval=2622769253 TSecr=1483"
"490","127.325322109","192.168.56.101","23","192.168.56.102","47226","TELNET","562","1196","","496","Telnet Data ..."
"491","127.325335473","192.168.56.102","47226","192.168.56.101","23","TCP","66","157","490","","47226  >  23 [ACK] Seq=157 Ack=1196 Win=64128 Len=0 TSval=2622769257 TSecr=1484"
"492","127.327023555","192.168.56.101","23","192.168.56.102","47226","TELNET","93","1223","","27","Telnet Data ..."
"493","127.327031122","192.168.56.102","47226","192.168.56.101","23","TCP","66","157","492","","47226  >  23 [ACK] Seq=157 Ack=1223 Win=64128 Len=0 TSval=2622769258 TSecr=1484"
"494","128.141788044","192.168.56.1","5353","224.0.0.251","5353","MDNS","87","","","","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"495","130.505530980","192.168.56.1","49499","239.255.255.250","1900","SSDP","167","","","","M-SEARCH * HTTP/1.1 "
"496","131.788082334","192.168.56.102","47226","192.168.56.101","23","TELNET","67","158","","1","Telnet Data ..."
"497","131.788617105","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1224","496","1","Telnet Data ..."
"498","131.788631097","192.168.56.102","47226","192.168.56.101","23","TCP","66","158","497","","47226  >  23 [ACK] Seq=158 Ack=1224 Win=64128 Len=0 TSval=2622773720 TSecr=1930"
"499","131.839862038","192.168.56.102","47226","192.168.56.101","23","TELNET","67","159","","1","Telnet Data ..."
"500","131.840359257","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1225","499","1","Telnet Data ..."
"501","131.840372597","192.168.56.102","47226","192.168.56.101","23","TCP","66","159","500","","47226  >  23 [ACK] Seq=159 Ack=1225 Win=64128 Len=0 TSval=2622773772 TSecr=1935"
"502","132.234757076","192.168.56.102","47226","192.168.56.101","23","TELNET","68","161","","2","Telnet Data ..."
"503","132.235221788","192.168.56.101","23","192.168.56.102","47226","TELNET","68","1227","502","2","Telnet Data ..."
"504","132.235236080","192.168.56.102","47226","192.168.56.101","23","TCP","66","161","503","","47226  >  23 [ACK] Seq=161 Ack=1227 Win=64128 Len=0 TSval=2622774167 TSecr=1975"
"505","132.236373254","192.168.56.101","23","192.168.56.102","47226","TELNET","78","1239","","12","Telnet Data ..."
"506","132.236379635","192.168.56.102","47226","192.168.56.101","23","TCP","66","161","505","","47226  >  23 [ACK] Seq=161 Ack=1239 Win=64128 Len=0 TSval=2622774168 TSecr=1975"
"507","132.236645925","192.168.56.101","23","192.168.56.102","47226","TELNET","93","1266","","27","Telnet Data ..."
"508","132.236653108","192.168.56.102","47226","192.168.56.101","23","TCP","66","161","507","","47226  >  23 [ACK] Seq=161 Ack=1266 Win=64128 Len=0 TSval=2622774168 TSecr=1975"
"509","135.102179698","192.168.56.102","47226","192.168.56.101","23","TELNET","67","162","","1","Telnet Data ..."
"510","135.102612510","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1267","509","1","Telnet Data ..."
"511","135.102624002","192.168.56.102","47226","192.168.56.101","23","TCP","66","162","510","","47226  >  23 [ACK] Seq=162 Ack=1267 Win=64128 Len=0 TSval=2622777034 TSecr=2262"
"512","135.197950957","192.168.56.102","47226","192.168.56.101","23","TELNET","67","163","","1","Telnet Data ..."
"513","135.198428614","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1268","512","1","Telnet Data ..."
"514","135.198443464","192.168.56.102","47226","192.168.56.101","23","TCP","66","163","513","","47226  >  23 [ACK] Seq=163 Ack=1268 Win=64128 Len=0 TSval=2622777130 TSecr=2271"
"515","135.285685014","192.168.56.102","47226","192.168.56.101","23","TELNET","67","164","","1","Telnet Data ..."
"516","135.286063015","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1269","515","1","Telnet Data ..."
"517","135.286096734","192.168.56.102","47226","192.168.56.101","23","TCP","66","164","516","","47226  >  23 [ACK] Seq=164 Ack=1269 Win=64128 Len=0 TSval=2622777217 TSecr=2280"
"518","136.087301112","192.168.56.102","47226","192.168.56.101","23","TELNET","67","165","","1","Telnet Data ..."
"519","136.087764985","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1270","518","1","Telnet Data ..."
"520","136.087779572","192.168.56.102","47226","192.168.56.101","23","TCP","66","165","519","","47226  >  23 [ACK] Seq=165 Ack=1270 Win=64128 Len=0 TSval=2622778019 TSecr=2360"
"521","136.174749557","192.168.56.102","47226","192.168.56.101","23","TELNET","67","166","","1","Telnet Data ..."
"522","136.175139637","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1271","521","1","Telnet Data ..."
"523","136.175153259","192.168.56.102","47226","192.168.56.101","23","TCP","66","166","522","","47226  >  23 [ACK] Seq=166 Ack=1271 Win=64128 Len=0 TSval=2622778107 TSecr=2369"
"524","136.370777643","192.168.56.102","47226","192.168.56.101","23","TELNET","67","167","","1","Telnet Data ..."
"525","136.371258570","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1272","524","1","Telnet Data ..."
"526","136.371270960","192.168.56.102","47226","192.168.56.101","23","TCP","66","167","525","","47226  >  23 [ACK] Seq=167 Ack=1272 Win=64128 Len=0 TSval=2622778303 TSecr=2389"
"527","136.760213549","192.168.56.102","47226","192.168.56.101","23","TELNET","67","168","","1","Telnet Data ..."
"528","136.760620447","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1273","527","1","Telnet Data ..."
"529","136.760633474","192.168.56.102","47226","192.168.56.101","23","TCP","66","168","528","","47226  >  23 [ACK] Seq=168 Ack=1273 Win=64128 Len=0 TSval=2622778692 TSecr=2428"
"530","137.304645108","192.168.56.102","47226","192.168.56.101","23","TELNET","67","169","","1","Telnet Data ..."
"531","137.305222305","192.168.56.101","23","192.168.56.102","47226","TELNET","69","1276","530","3","Telnet Data ..."
"532","137.305238176","192.168.56.102","47226","192.168.56.101","23","TCP","66","169","531","","47226  >  23 [ACK] Seq=169 Ack=1276 Win=64128 Len=0 TSval=2622779237 TSecr=2482"
"533","137.908624476","192.168.56.102","47226","192.168.56.101","23","TELNET","67","170","","1","Telnet Data ..."
"534","137.909120692","192.168.56.101","23","192.168.56.102","47226","TELNET","69","1279","533","3","Telnet Data ..."
"535","137.909135096","192.168.56.102","47226","192.168.56.101","23","TCP","66","170","534","","47226  >  23 [ACK] Seq=170 Ack=1279 Win=64128 Len=0 TSval=2622779841 TSecr=2542"
"536","138.117298992","192.168.56.102","47226","192.168.56.101","23","TELNET","67","171","","1","Telnet Data ..."
"537","138.117730214","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1280","536","1","Telnet Data ..."
"538","138.117742752","192.168.56.102","47226","192.168.56.101","23","TCP","66","171","537","","47226  >  23 [ACK] Seq=171 Ack=1280 Win=64128 Len=0 TSval=2622780049 TSecr=2563"
"539","138.402160833","192.168.56.102","47226","192.168.56.101","23","TELNET","67","172","","1","Telnet Data ..."
"540","138.402691017","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1281","539","1","Telnet Data ..."
"541","138.402703902","192.168.56.102","47226","192.168.56.101","23","TCP","66","172","540","","47226  >  23 [ACK] Seq=172 Ack=1281 Win=64128 Len=0 TSval=2622780334 TSecr=2592"
"542","138.608275615","192.168.56.102","47226","192.168.56.101","23","TELNET","67","173","","1","Telnet Data ..."
"543","138.608678912","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1282","542","1","Telnet Data ..."
"544","138.608693476","192.168.56.102","47226","192.168.56.101","23","TCP","66","173","543","","47226  >  23 [ACK] Seq=173 Ack=1282 Win=64128 Len=0 TSval=2622780540 TSecr=2612"
"545","138.676089623","192.168.56.102","47226","192.168.56.101","23","TELNET","67","174","","1","Telnet Data ..."
"546","138.676474785","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1283","545","1","Telnet Data ..."
"547","138.676488002","192.168.56.102","47226","192.168.56.101","23","TCP","66","174","546","","47226  >  23 [ACK] Seq=174 Ack=1283 Win=64128 Len=0 TSval=2622780608 TSecr=2619"
"548","139.047854481","192.168.56.102","47226","192.168.56.101","23","TELNET","67","175","","1","Telnet Data ..."
"549","139.048361616","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1284","548","1","Telnet Data ..."
"550","139.048375924","192.168.56.102","47226","192.168.56.101","23","TCP","66","175","549","","47226  >  23 [ACK] Seq=175 Ack=1284 Win=64128 Len=0 TSval=2622780980 TSecr=2656"
"551","139.136245205","192.168.56.102","47226","192.168.56.101","23","TELNET","67","176","","1","Telnet Data ..."
"552","139.136769043","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1285","551","1","Telnet Data ..."
"553","139.136782306","192.168.56.102","47226","192.168.56.101","23","TCP","66","176","552","","47226  >  23 [ACK] Seq=176 Ack=1285 Win=64128 Len=0 TSval=2622781068 TSecr=2665"
"554","139.245314134","192.168.56.102","47226","192.168.56.101","23","TELNET","67","177","","1","Telnet Data ..."
"555","139.245769096","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1286","554","1","Telnet Data ..."
"556","139.245783509","192.168.56.102","47226","192.168.56.101","23","TCP","66","177","555","","47226  >  23 [ACK] Seq=177 Ack=1286 Win=64128 Len=0 TSval=2622781177 TSecr=2676"
"557","139.325911859","192.168.56.102","47226","192.168.56.101","23","TELNET","67","178","","1","Telnet Data ..."
"558","139.326604093","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1287","557","1","Telnet Data ..."
"559","139.326617331","192.168.56.102","47226","192.168.56.101","23","TCP","66","178","558","","47226  >  23 [ACK] Seq=178 Ack=1287 Win=64128 Len=0 TSval=2622781258 TSecr=2684"
"560","139.558771361","192.168.56.102","47226","192.168.56.101","23","TELNET","68","180","","2","Telnet Data ..."
"561","139.559115605","192.168.56.101","23","192.168.56.102","47226","TELNET","68","1289","560","2","Telnet Data ..."
"562","139.559128451","192.168.56.102","47226","192.168.56.101","23","TCP","66","180","561","","47226  >  23 [ACK] Seq=180 Ack=1289 Win=64128 Len=0 TSval=2622781490 TSecr=2707"
"563","139.559279129","192.168.56.101","23","192.168.56.102","47226","TELNET","104","1327","","38","Telnet Data ..."
"564","139.559284497","192.168.56.102","47226","192.168.56.101","23","TCP","66","180","563","","47226  >  23 [ACK] Seq=180 Ack=1327 Win=64128 Len=0 TSval=2622781491 TSecr=2707"
"565","140.206571880","192.168.56.102","47226","192.168.56.101","23","TELNET","67","181","","1","Telnet Data ..."
"566","140.207107389","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1328","565","1","Telnet Data ..."
"567","140.207121782","192.168.56.102","47226","192.168.56.101","23","TCP","66","181","566","","47226  >  23 [ACK] Seq=181 Ack=1328 Win=64128 Len=0 TSval=2622782138 TSecr=2772"
"568","140.290568573","192.168.56.102","47226","192.168.56.101","23","TELNET","67","182","","1","Telnet Data ..."
"569","140.291009479","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1329","568","1","Telnet Data ..."
"570","140.291022685","192.168.56.102","47226","192.168.56.101","23","TCP","66","182","569","","47226  >  23 [ACK] Seq=182 Ack=1329 Win=64128 Len=0 TSval=2622782222 TSecr=2781"
"571","140.452728636","192.168.56.102","47226","192.168.56.101","23","TELNET","68","184","","2","Telnet Data ..."
"572","140.453167168","192.168.56.101","23","192.168.56.102","47226","TELNET","68","1331","571","2","Telnet Data ..."
"573","140.453181273","192.168.56.102","47226","192.168.56.101","23","TCP","66","184","572","","47226  >  23 [ACK] Seq=184 Ack=1331 Win=64128 Len=0 TSval=2622782385 TSecr=2797"
"574","140.455269184","192.168.56.101","23","192.168.56.102","47226","TELNET","109","1374","","43","Telnet Data ..."
"575","140.455276226","192.168.56.102","47226","192.168.56.101","23","TCP","66","184","574","","47226  >  23 [ACK] Seq=184 Ack=1374 Win=64128 Len=0 TSval=2622782387 TSecr=2797"
"576","140.455507176","192.168.56.101","23","192.168.56.102","47226","TELNET","104","1412","","38","Telnet Data ..."
"577","140.455512238","192.168.56.102","47226","192.168.56.101","23","TCP","66","184","576","","47226  >  23 [ACK] Seq=184 Ack=1412 Win=64128 Len=0 TSval=2622782387 TSecr=2797"
"578","142.580292239","192.168.56.102","47226","192.168.56.101","23","TELNET","67","185","","1","Telnet Data ..."
"579","142.580722984","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1413","578","1","Telnet Data ..."
"580","142.580736377","192.168.56.102","47226","192.168.56.101","23","TCP","66","185","579","","47226  >  23 [ACK] Seq=185 Ack=1413 Win=64128 Len=0 TSval=2622784512 TSecr=3010"
"581","142.652120937","192.168.56.102","47226","192.168.56.101","23","TELNET","67","186","","1","Telnet Data ..."
"582","142.652535333","192.168.56.101","23","192.168.56.102","47226","TELNET","67","1414","581","1","Telnet Data ..."
"583","142.652550166","192.168.56.102","47226","192.168.56.101","23","TCP","66","186","582","","47226  >  23 [ACK] Seq=186 Ack=1414 Win=64128 Len=0 TSval=2622784584 TSecr=3017"
"584","142.813581735","192.168.56.102","47226","192.168.56.101","23","TELNET","67","187","","1","Telnet Data ..."
